id	title	category	pages	pdf	text
privacy-dragnet-nation	Dragnet Nation: Privacy, Security, and Freedom Under Surveillance	Privacy-Surveillance-Critique	312	pdfs/privacy-surveillance/dragnet-nation-julia-angwin.pdf	text/privacy-surveillance/dragnet-nation-julia-angwin.txt
privacy-means-control	Means of Control: The Hidden Alliance of Technology and Government	Privacy-Surveillance-Critique	450	pdfs/privacy-surveillance/means-of-control-byron-tau.pdf	text/privacy-surveillance/means-of-control-byron-tau.txt
privacy-obfuscation	Obfuscation: A User's Guide for Privacy and Protest	Privacy-Surveillance-Defense	144	pdfs/privacy-surveillance/obfuscation-brunton-nissenbaum.pdf	text/privacy-surveillance/obfuscation-brunton-nissenbaum.txt
fiction-occult-lovecraft-poetry	The Complete Poetry of H. P. Lovecraft	Fiction-Occult-Lovecraft	92	pdfs/fiction-occult/complete-poetry-hp-lovecraft.pdf	text/fiction-occult/complete-poetry-hp-lovecraft.txt
fiction-occult-lovecraft-necronomicon	Necronomicon: The Best Weird Tales of H. P. Lovecraft	Fiction-Occult-Lovecraft	724	pdfs/fiction-occult/necronomicon-best-weird-tales.pdf	text/fiction-occult/necronomicon-best-weird-tales.txt
fiction-occult-lovecraft-tales	Tales of H. P. Lovecraft	Fiction-Occult-Lovecraft	958	pdfs/fiction-occult/tales-of-hp-lovecraft.pdf	text/fiction-occult/tales-of-hp-lovecraft.txt
archive-agriculture-cannabis-grow-bible	The Cannabis Grow Bible	Archive-Agriculture-Restricted	1248	pdfs/archives/agriculture/cannabis-grow-bible-greg-green.pdf	text/archives/agriculture/cannabis-grow-bible-greg-green.txt
archive-agriculture-opium-masses	Opium for the Masses	Archive-Agriculture-Restricted	63	pdfs/archives/agriculture/opium-for-the-masses-jim-hogshire.pdf	text/archives/agriculture/opium-for-the-masses-jim-hogshire.txt
prep-fema-distributed-kits	FEMA Distributed Emergency Kits - Home, Work, and Vehicle	Prep-Distributed-Kits	2	pdfs/prep-security/fema-emergency-supply-kit-checklist.pdf	text/prep-security/prep-fema-emergency-kit.txt
prep-buy-rotate-store	Present-Day Prep - Buy, Rotate, Store, and Distribute	Prep-Sourcing-Storage	1	readers/present-day-prep-field-guide.txt	readers/present-day-prep-field-guide.txt
prep-fema-storage-reference	FEMA Emergency Supplies - Selection and Rotation Reference	Prep-Sourcing-Storage	2	pdfs/prep-security/fema-emergency-supply-kit-checklist.pdf	text/prep-security/prep-fema-emergency-kit.txt
zombie-fema-p320-stronghold	FEMA P-320 - Taking Shelter from the Storm	Zombie-Stronghold	89	pdfs/FEMA-P-320-Taking-Shelter-From-The-Storm-2025.pdf	text/FEMA-P-320-Taking-Shelter-From-The-Storm-2025.txt
prep-fema-emergency-kit	FEMA Emergency Supply Kit Checklist	Prep-Emergency-Kits	2	pdfs/prep-security/fema-emergency-supply-kit-checklist.pdf	text/prep-security/prep-fema-emergency-kit.txt
prep-florida-hurricane-kit	Florida Disaster Supply Kit Checklist	Prep-Emergency-Kits	1	pdfs/prep-security/florida-disaster-supply-kit-checklist.pdf	text/prep-security/prep-florida-hurricane-kit.txt
prep-fema-effak	Emergency Financial First Aid Kit, Third Edition	Prep-Emergency-Kits	41	pdfs/prep-security/fema-emergency-financial-first-aid-kit.pdf	text/prep-security/prep-fema-effak.txt
prep-atf-firearm-storage	ATF Safety and Security for Firearm Owners (GovInfo Archive)	Prep-Firearm-Safe-Storage	2	pdfs/prep-security/atf-safety-security-firearm-owners-p5300-22.pdf	text/prep-security/prep-atf-firearm-storage.txt
prep-usgs-topographic-symbols	USGS Topographic Map Symbols	Prep-Cartography	4	pdfs/prep-security/usgs-topographic-map-symbols.pdf	text/prep-security/prep-usgs-topographic-symbols.txt
zombie-cdc-shelter-in-place	CDC Chemical Agents: Facts About Sheltering in Place	Zombie-Shelter-In	2	pdfs/prep-security/cdc-chemical-agents-sheltering-in-place.pdf	text/prep-security/zombie-cdc-shelter-in-place.txt
zombie-fema-p804	FEMA P-804 Wind Retrofit Guide for Residential Buildings	Zombie-Compound-Reinforcement	145	pdfs/prep-security/fema-p804-wind-retrofit-guide-2025.pdf	text/prep-security/zombie-fema-p804.txt
zombie-cisa-security-assessment	CISA Faith-Based Community Security Self-Assessment User Guide	Zombie-Homestead-Security	2	pdfs/prep-security/cisa-faith-community-security-self-assessment-guide-2025.pdf	text/prep-security/zombie-cisa-security-assessment.txt
